"","X.1","X","customer.id","Name.x","default","Personal.status","Present.residence.since","Present.employment.since","Job","age","Housing","Telephone","foreign.worker","Account.Status","Duration.in.Month","Savings.account.bonds","Property","Credit.history","Purpose","Credit.amount","Installment.rate","guarantors","Other.installment.plans","Number.of.existing.credits","liable.to.provide.maintenance"
"145",145,145,"AW-1084091","Anthony Witt",2,"male   : single",2,5,"skilled employee ",27,"own","yes","yes",190,48,1500,"","existing credits paid back duly till now","radio/television",10961,1,"co-applicant","Bank",2,1
"146",146,146,"AW-10930139","Arthur Wiediger",1,"male   : single",4,0,"management",38,"own","yes","yes",10,12,90,"","existing credits paid back duly till now"," New Car",2859,4,"none","none",1,1
"147",147,147,"AY-10555139","Andy Yotov",2,"female : divorced/separated",4,4,"unskilled ",26,"rent","none","yes",10,30,490,"car or other","all credits paid back duly","business",4280,4,"none","none",2,1
"148",148,148,"AZ-1075093","Annie Zypern",2,"female : divorced/separated",2,1,"skilled employee ",24,"rent","none","yes",20,6,2500,"life insurance","all credits at this bank paid back duly","education",433,4,"none","Bank",1,2
"149",149,149,"BB-1154548","Brenda Bowman",1,"female : divorced/separated",4,5,"skilled employee ",40,"rent","none","yes",50,18,80,"real estate","existing credits paid back duly till now","furniture/equipment",3001,2,"none","none",1,1
"150",150,150,"BB-115457","Brenda Bowman",2,"male   : single",4,4,"skilled employee ",48,"own","none","yes",0,12,90,"car or other","all credits paid back duly"," New Car",1082,4,"none","Bank",2,1
"151",151,151,"BC-1112592","Becky Castell",2,"male   : single",3,6,"skilled employee ",31,"own","yes","yes",0,24,80,"life insurance","existing credits paid back duly till now"," New Car",4817,2,"co-applicant","none",1,1
"152",152,152,"BD-1150059","Bradley Drucker",1,"male   : divorced/separated",2,1,"management",35,"own","yes","yes",10,18,90,"car or other","critical account","furniture/equipment",3780,3,"none","none",2,1
"153",153,153,"BD-11560139","Brendan Dodson",2,"female : divorced/separated",4,0,"skilled employee ",22,"rent","none","yes",10,18,80,"real estate","existing credits paid back duly till now","radio/television",433,3,"co-applicant","none",1,1
"154",154,154,"BD-116057","Brian Dahlen",1,"male   : single",3,10,"management",32,"own","yes","yes",10,18,900,"life insurance","critical account","radio/television",629,4,"none","Bank",2,1
"155",155,155,"BD-116357","Brian Derr",1,"male   : divorced/separated",4,4,"skilled employee ",47,"own","none","yes",10,21,90,"life insurance","delay in paying off in the past"," New Car",2353,1,"none","none",2,1
"156",156,156,"BD-1177045","Bryan Davis",1,"male   : married/widowed",2,10,"skilled employee ",30,"rent","none","yes",10,6,90,"real estate","critical account","radio/television",1740,2,"none","none",2,1
"157",157,157,"BD-163561","Brian Derr",1,"male   : single",4,10,"skilled employee ",46,"for free","yes","yes",10,10,700,"","existing credits paid back duly till now","education",727,4,"none","none",1,1
"158",158,158,"BE-11335139","Bill Eplett",2,"male   : single",4,10,"skilled employee ",50,"for free","none","yes",10,48,90,"","delay in paying off in the past","education",6224,4,"none","none",1,1
"159",159,159,"BE-1133582","Bill Eplett",1,"female : divorced/separated",2,4,"skilled employee ",24,"own","none","yes",190,48,0,"car or other","existing credits paid back duly till now"," New Car",8487,1,"none","none",1,1
"160",160,160,"BE-11410139","Bobby Elias",2,"male   : single",2,7,"skilled employee ",29,"own","none","yes",0,36,90,"life insurance","existing credits paid back duly till now","furniture/equipment",5179,4,"none","none",1,1
"161",161,161,"BE-1141048","Bobby Elias",1,"female : divorced/separated",4,1,"skilled employee ",26,"own","yes","yes",10,24,70,"life insurance","existing credits paid back duly till now","radio/television",3181,4,"none","none",1,1
"162",162,162,"BE-114557","Brad Eason",1,"male   : single",2,3,"skilled employee ",50,"own","none","yes",10,12,80,"real estate","existing credits paid back duly till now","furniture/equipment",1574,4,"none","none",1,1
"163",163,163,"BF-1097527","Barbara Fisher",1,"male   : single",2,1,"skilled employee ",33,"own","none","yes",10,24,90,"car or other","delay in paying off in the past","radio/television",6403,1,"none","none",1,1
"164",164,164,"BF-1097545","Barbara Fisher",1,"male   : single",3,10,"management",37,"own","none","yes",250,12,90,"car or other","existing credits paid back duly till now","radio/television",3399,2,"none","none",1,1
"165",165,165,"BF-1100558","Barry Franz",1,"female : divorced/separated",1,1,"management",33,"own","yes","yes",250,12,50,"life insurance","existing credits paid back duly till now","furniture/equipment",1474,4,"none","Bank",1,1
"166",166,166,"BF-110807","Bart Folk",2,"male   : single",4,9,"skilled employee ",36,"own","yes","yes",190,18,80,"car or other","critical account"," New Car",884,4,"none","Bank",1,2
"167",167,167,"BF-1121593","Benjamin Farhat",2,"male   : single",4,3,"skilled employee ",37,"for free","yes","yes",50,36,90,"","existing credits paid back duly till now"," New Car",12389,1,"none","none",1,1
"168",168,168,"BG-1103527","Barry Gonzalez",1,"female : divorced/separated",1,7,"skilled employee ",25,"own","none","yes",0,18,90,"real estate","existing credits paid back duly till now","radio/television",3509,4,"guarantor","none",1,1
"169",169,169,"BG-1103544","Barry Gonzalez",1,"female : divorced/separated",4,3,"skilled employee ",49,"own","yes","yes",190,12,80,"real estate","existing credits paid back duly till now","radio/television",1092,4,"guarantor","none",2,1
"170",170,170,"BG-1103564","Barry Gonzalez",1,"male   : single",4,10,"management",42,"own","yes","yes",10,60,90,"life insurance","existing credits paid back duly till now"," New Car",10366,2,"none","none",1,1
"171",171,171,"BG-1169582","Brooke Gillingham",1,"male   : single",4,0,"management",38,"own","yes","yes",10,18,90,"","critical account","Used Car",3229,2,"none","none",1,1
"172",172,172,"BG-1174018","Bruce Geld",2,"male   : single",4,5,"skilled employee ",28,"own","none","yes",190,48,80,"real estate","existing credits paid back duly till now","radio/television",3060,4,"none","none",2,1
"173",173,173,"BG-1174078","Bruce Geld",1,"male   : single",2,4,"management",31,"rent","yes","yes",10,12,80,"car or other","existing credits paid back duly till now","radio/television",1963,4,"none","none",2,2
"174",174,174,"BH-1171039","Brosina Hoffman",1,"male   : married/widowed",3,10,"unskilled ",40,"own","none","yes",10,12,90,"real estate","existing credits paid back duly till now","radio/television",1155,3,"guarantor","Bank",2,1
"175",175,175,"BH-1171048","Brosina Hoffman",2,"male   : single",4,0,"skilled employee ",50,"own","yes","yes",0,27,80,"life insurance","all credits paid back duly","business",5293,2,"none","stores",2,1
"176",176,176,"BK-1126011","Berenike Kampe",2,"male   : single",4,8,"management",40,"own","yes","yes",0,36,0,"","existing credits paid back duly till now","education",1977,4,"none","none",1,1
"177",177,177,"BM-1114059","Becky Martin",1,"male   : single",3,6,"skilled employee ",35,"own","yes","yes",10,24,90,"car or other","critical account","Used Car",2346,4,"none","none",2,1
"178",178,178,"BM-111407","Becky Martin",1,"male   : single",2,0,"management",55,"for free","yes","yes",10,42,90,"","all credits at this bank paid back duly","Used Car",9283,1,"none","Bank",1,1
"179",179,179,"BM-115757","Brendan Murry",1,"female : divorced/separated",4,10,"skilled employee ",37,"own","yes","yes",10,24,1500,"real estate","critical account"," New Car",1287,4,"none","none",2,1
"180",180,180,"BM-1178527","Bryan Mills",1,"female : divorced/separated",1,1,"unskilled ",45,"own","none","yes",250,18,90,"life insurance","existing credits paid back duly till now","furniture/equipment",3049,1,"none","stores",1,1
"181",181,181,"BM-1178558","Bryan Mills",1,"female : divorced/separated",4,0,"skilled employee ",64,"own","none","yes",10,13,490,"real estate","existing credits paid back duly till now","radio/television",1409,2,"none","none",1,1
"182",182,182,"BM-1178582","Bryan Mills",2,"male   : single",2,5,"skilled employee ",22,"own","none","yes",10,9,80,"car or other","existing credits paid back duly till now","radio/television",1478,4,"none","none",1,1
"183",183,183,"BM-165060","Brian Moss",1,"female : divorced/separated",3,3,"skilled employee ",36,"own","none","yes",10,18,80,"real estate","critical account"," New Car",1028,4,"none","none",2,1
"184",184,184,"BN-11470130","Brad Norvell",2,"male   : single",2,3,"skilled employee ",44,"for free","none","yes",10,48,700,"","critical account"," New Car",10127,2,"none","Bank",1,1
"185",185,185,"BN-11470139","Brad Norvell",1,"male   : single",4,10,"management",39,"own","yes","yes",10,12,80,"car or other","existing credits paid back duly till now"," New Car",1884,4,"none","none",1,1
"186",186,186,"BN-1147027","Brad Norvell",1,"male   : married/widowed",2,3,"management",30,"own","yes","yes",10,18,80,"life insurance","existing credits paid back duly till now"," New Car",1820,2,"none","none",1,1
"187",187,187,"BN-1147078","Brad Norvell",1,"female : divorced/separated",2,4,"skilled employee ",21,"own","none","yes",10,12,90,"car or other","existing credits paid back duly till now","radio/television",886,4,"none","none",1,1
"188",188,188,"BN-1147082","Brad Norvell",1,"male   : single",2,3,"skilled employee ",32,"own","none","yes",10,12,80,"car or other","critical account","education",701,4,"none","none",2,1
"189",189,189,"BO-1142545","Bobby Odegard",1,"female : divorced/separated",4,0,"skilled employee ",23,"rent","none","yes",0,15,90,"car or other","existing credits paid back duly till now"," New Car",2511,1,"none","none",1,1
"190",190,190,"BO-1142582","Bobby Odegard",1,"male   : single",2,3,"unskilled ",34,"own","none","yes",10,6,250,"real estate","delay in paying off in the past","business",1743,1,"none","none",2,1
"191",191,191,"BO-142579","Bobby Odegard",1,"female : divorced/separated",1,1,"skilled employee ",46,"rent","none","yes",0,15,90,"life insurance","existing credits paid back duly till now","furniture/equipment",1845,4,"guarantor","none",1,1
"192",192,192,"BP-11155139","Becky Pak",2,"male   : single",3,3,"unskilled ",66,"own","none","yes",190,12,700,"real estate","existing credits paid back duly till now","radio/television",766,4,"none","none",1,1
"193",193,193,"BP-11185139","Ben Peterman",1,"male   : married/widowed",3,7,"skilled employee ",27,"own","yes","yes",10,24,490,"life insurance","critical account"," New Car",2463,4,"none","none",2,1
"194",194,194,"BP-1118545","Ben Peterman",2,"male   : single",4,8,"unskilled ",60,"own","none","yes",0,24,50,"car or other","critical account"," New Car",1199,4,"none","none",2,1
"195",195,195,"BP-11230120","Benjamin Patterson",1,"female : divorced/separated",4,1,"unskilled ",19,"rent","none","yes",50,12,1500,"real estate","existing credits paid back duly till now","furniture/equipment",983,1,"none","none",1,1
"196",196,196,"BP-1123058","Benjamin Patterson",1,"male   : single",2,2,"unskilled ",36,"own","yes","yes",0,6,50,"real estate","existing credits paid back duly till now","furniture/equipment",1374,1,"none","Bank",1,1
"197",197,197,"BP-11290113","Beth Paige",1,"female : divorced/separated",4,10,"skilled employee ",55,"own","none","yes",0,24,80,"car or other","existing credits paid back duly till now","radio/television",1603,4,"none","none",1,1
"198",198,198,"BP-123022","Benjamin Patterson",2,"male   : single",2,0,"unemployed",23,"own","yes","yes",190,6,90,"life insurance","existing credits paid back duly till now"," New Car",14555,1,"none","none",1,1
"199",199,199,"BS-1136518","Bill Shonely",1,"male   : married/widowed",2,4,"unskilled ",47,"own","none","yes",10,15,900,"life insurance","critical account","radio/television",1316,2,"none","none",2,1
"200",200,200,"BS-1136545","Bill Shonely",1,"female : divorced/separated",3,2,"skilled employee ",42,"rent","none","yes",250,12,1500,"real estate","all credits at this bank paid back duly","radio/television",409,3,"none","none",2,1
"201",201,201,"BS-1138045","Bill Stewart",1,"male   : single",4,7,"skilled employee ",43,"own","yes","yes",10,24,90,"life insurance","critical account","Used Car",4042,3,"none","none",2,1
"202",202,202,"BS-1138059","Bill Stewart",2,"female : divorced/separated",4,0,"management",38,"for free","yes","yes",50,18,80,"","existing credits paid back duly till now","Used Car",12976,3,"none","none",1,1
"203",203,203,"BS-1159045","Brendan Sweed",2,"female : divorced/separated",2,3,"skilled employee ",26,"own","none","yes",10,12,900,"life insurance","existing credits paid back duly till now"," New Car",1386,2,"none","none",1,1
"204",204,204,"BS-1159066","Brendan Sweed",2,"male   : single",4,10,"management",30,"for free","yes","yes",10,21,90,"","critical account"," New Car",12680,4,"none","none",1,1
"205",205,205,"BS-1166545","Brian Stugart",2,"male   : single",3,3,"unskilled ",28,"own","none","yes",0,9,80,"car or other","existing credits paid back duly till now"," New Car",654,4,"none","none",1,1
"206",206,206,"BS-116657","Brian Stugart",1,"male   : divorced/separated",2,3,"unskilled ",49,"own","none","yes",10,12,90,"real estate","existing credits paid back duly till now"," New Car",640,4,"none","none",1,1
"207",207,207,"BS-1180059","Bryan Spruell",2,"male   : single",3,10,"skilled employee ",37,"own","none","yes",190,15,80,"car or other","existing credits paid back duly till now","radio/television",802,4,"none","none",1,2
"208",208,208,"BS-166560","Brian Stugart",1,"female : divorced/separated",4,5,"unskilled ",24,"rent","none","yes",10,30,90,"life insurance","existing credits paid back duly till now","Used Car",4811,2,"none","stores",1,1
"209",209,209,"BT-11395139","Bill Tyler",1,"female : divorced/separated",2,1,"skilled employee ",56,"own","none","yes",10,6,90,"","existing credits paid back duly till now","education",1538,1,"none","none",1,1
"210",210,210,"BT-1139564","Bill Tyler",1,"male   : married/widowed",4,7,"skilled employee ",29,"rent","yes","yes",10,42,90,"life insurance","existing credits paid back duly till now","radio/television",7166,2,"none","none",1,1
"211",211,211,"BT-113957","Bill Tyler",1,"male   : single",1,7,"skilled employee ",26,"own","yes","yes",0,24,490,"real estate","critical account","business",1382,4,"none","none",2,1
"212",212,212,"BT-1153058","Bradley Talbott",1,"male   : single",2,3,"skilled employee ",28,"own","none","yes",0,18,1500,"car or other","existing credits paid back duly till now","furniture/equipment",2659,4,"none","none",1,1
"213",213,213,"BT-1168027","Brian Thompson",1,"male   : single",4,10,"skilled employee ",60,"own","yes","yes",10,24,2500,"real estate","critical account"," New Car",1940,4,"none","none",1,1
"214",214,214,"BT-1168066","Brian Thompson",1,"female : divorced/separated",1,1,"management",34,"rent","none","yes",50,12,80,"real estate","existing credits paid back duly till now","furniture/equipment",3017,3,"none","none",1,1
